run_id,dataset,trans_rmse,rot_rmse
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_1,inertial,1.4004384835887618,24.534432118330788
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_10,inertial,1.1958825665113295,24.553529282533923
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_2,inertial,1.3340624689731906,25.28055528517656
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_3,inertial,1.4138929698394451,23.779226137348942
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_4,inertial,1.5134742985268756,28.41487444227422
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_5,inertial,1.2175214673572576,23.70130203489431
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_6,inertial,1.4487013611453414,24.302626754148637
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_7,inertial,1.2866217235793884,24.960768246477876
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_8,inertial,1.2755328724307666,23.836827096066514
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH01_0_run_9,inertial,1.1937875077722389,23.834905551292884
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_1,inertial,1.2274102673251945,20.602179932037647
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_10,inertial,1.034301615570586,19.553838709800125
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_2,inertial,1.1395114200719865,23.879502866012423
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_3,inertial,1.0324407425622615,21.451316859980494
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_4,inertial,1.069189681934891,19.40499912888349
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_5,inertial,1.0870905502841521,19.528366140360234
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_6,inertial,1.1612740646916275,22.187676923442346
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_7,inertial,1.1932475760296926,21.92806384188864
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_8,inertial,1.123733099824597,23.01840325688768
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH02_0_run_9,inertial,1.1730635660192612,22.552087674396773
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_1,inertial,3.5497140790850112,37.20100377674803
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_10,inertial,2.8926622664073434,31.934312989204397
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_2,inertial,3.163133678524667,38.326765225017596
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_3,inertial,2.953220729796082,37.379144792103425
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_4,inertial,2.8326604460074205,31.830181519930125
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_5,inertial,2.8839308802454435,33.75493997824878
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_6,inertial,3.069278696973507,34.17178053999095
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_7,inertial,2.9276154211930394,32.69724394170544
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_8,inertial,3.097863392029096,35.37404850936025
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH03_0_run_9,inertial,2.9984529093907146,34.07067473720791
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_1,inertial,1.6019285725282482,15.466546896912734
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_10,inertial,1.5742450323787593,15.64096002518273
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_2,inertial,1.6101330331861308,15.112171964836536
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_3,inertial,1.6009744416960587,14.973849526244113
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_4,inertial,1.5006111365513677,15.220626345220367
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_5,inertial,1.528360600304031,14.967072782260075
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_6,inertial,1.616224164181918,14.136898978483257
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_7,inertial,1.798402291252132,17.101651035445073
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_8,inertial,1.5440188243599027,14.44425417813979
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH04_0_run_9,inertial,1.7107638505748928,15.648179063872998
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_1,inertial,2.0900650767322952,20.389476731774824
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_10,inertial,1.73449334603935,18.628683160660998
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_2,inertial,1.9329125406778107,22.330935880392126
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_3,inertial,2.3883003994684016,23.152649147201355
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_4,inertial,2.2668596590734293,22.153146216693695
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_5,inertial,1.8567608727246963,18.117875862579037
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_6,inertial,2.078274827029915,22.74214765835157
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_7,inertial,2.24746914499123,23.536542539647126
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_8,inertial,1.9216914354550705,19.793513241859916
2025-02-28_10-53-19_result_stereo_inertial_oasis_MH05_0_run_9,inertial,2.258367617639625,20.617557166559372
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_1,inertial,1.3881838517538956,52.205529721693054
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_10,inertial,1.1892120046129957,49.22723236985505
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_2,inertial,1.663154968578374,53.33907351878033
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_4,inertial,1.5704216792075099,47.075798092518916
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_5,inertial,1.0729533679421237,52.61291302902618
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_6,inertial,1.26926097289755,49.22506204295024
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_7,inertial,1.3479569423069127,50.050499011094345
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_8,inertial,1.3252301063505083,50.19313930039964
2025-05-10_08-55-00_result_stereo_inertial_oasis_V101_0_run_9,inertial,1.1479977585943768,55.74510627952608
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_1,inertial,1.1689507722588495,43.03717864432463
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_10,inertial,1.5896485198561854,48.15135396877801
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_2,inertial,1.4467149287626975,52.88144351801715
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_3,inertial,1.3366529114848669,45.01699390576069
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_4,inertial,1.2581912348768263,50.80317830935557
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_5,inertial,1.3511229605097557,49.589376013094565
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_6,inertial,1.3105312290167783,42.277539093105666
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_7,inertial,1.5893894527250623,48.81305148116418
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_8,inertial,1.528052238763691,44.323053570939244
2025-05-10_08-55-00_result_stereo_inertial_oasis_V102_0_run_9,inertial,1.5186851408890945,55.28578257847568
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_1,inertial,1.4032350307725898,50.13923771300543
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_10,inertial,1.2619871089598202,48.45578960680539
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_2,inertial,1.2387944864052403,46.107177428418
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_3,inertial,1.3738535363611066,45.64262784261305
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_4,inertial,1.3858227944888448,49.809872603840866
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_5,inertial,1.3974218609205504,48.54077564088018
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_6,inertial,1.405313362545399,47.58221464254535
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_7,inertial,1.2840110097678625,46.67029750169067
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_8,inertial,1.2507857324887317,47.54172856056714
2025-05-10_08-55-00_result_stereo_inertial_oasis_V103_0_run_9,inertial,1.3649862417764138,49.31089125708535
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_1,inertial,0.6940049736646359,39.08742629308581
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_2,inertial,0.6854842082791216,46.12076865524507
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_3,inertial,0.7965028294197365,42.52914089209052
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_4,inertial,0.688348838153385,46.08830539851327
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_5,inertial,0.7732194575702823,44.04653620386264
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_6,inertial,0.7083786545879707,45.2004154940793
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_7,inertial,0.7539453567556352,42.75006814560759
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_8,inertial,0.700571427928879,44.52643574104742
2025-05-10_08-55-00_result_stereo_inertial_oasis_V201_0_run_9,inertial,0.7574271958661632,47.083059786604835
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_1,inertial,1.394148894626608,57.29378757397878
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_10,inertial,1.502393074181462,63.27666719736217
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_2,inertial,1.3833051529753528,58.15276518522955
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_3,inertial,1.6389284909293516,64.10068720649647
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_4,inertial,1.4848120575415966,55.68332248788167
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_5,inertial,1.4442965150358331,56.842526364932844
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_6,inertial,1.7320804447038038,58.78794142271184
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_7,inertial,1.4823826447083395,56.37791518283327
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_8,inertial,1.4978772280790364,60.81677360570968
2025-05-10_08-55-00_result_stereo_inertial_oasis_V202_0_run_9,inertial,1.4078933921782872,56.30823432469427
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_1,inertial,1.0357240684937143,44.615475684509015
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_10,inertial,0.9372058972543282,46.435435783908765
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_2,inertial,0.9884949173283061,38.949104102618534
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_3,inertial,0.9104617562149042,45.525225877666145
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_4,inertial,0.9787751998223481,44.26940578866989
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_5,inertial,0.8966793476961458,43.47873533236993
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_6,inertial,0.9544478352705593,43.856250098441535
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_7,inertial,1.12892526934041,46.44069492632022
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_8,inertial,0.9236778640972243,44.53565913924448
2025-05-10_08-55-00_result_stereo_inertial_oasis_V203_0_run_9,inertial,1.0438103131612921,47.6038480319775
